id,programma_ufficiale,evento_annullato,data inizio,data fine,titolo,sottotitolo,descrizione,rassegna,progetto,tema_dossier,format,categoria_principale,altre_categorie,date_evento,orari_evento,tipo_costo,coorganizzatori_clean,partner,sponsor,artisti,comune,provincia,regione,nazione
4839,SI,NO,20/12/2019,20/12/2019,Le scuole e le parole del futuro,Per un nuovo vocabolario,"Le scuole elementari e medie della città di Matera si ritroveranno in piazza Vittorio Veneto per ricreare il grande logo di Matera 2019. Ogni classe consegnerà due parole: una per l'anno trascorso, una per il futuro. Le parole saranno le tessere che comporranno un grande collage a generare un nuovo vocabolario.","La giornata dell'Open Future, Together",,Riflessioni e Connessioni,Laboratorio,Education,,20/12/2019,10:00-12:00,1,Comune Di Matera,ParoleOstili,,,Matera,Matera,Basilicata,Italia
3211,SI,NO,10/07/2019,10/07/2019,Le Ultime farfalle del Pollino,La guerra tra Cristiani e Musulmani e l'arrivo della cultura Arbereshe a San Paolo Albanese,"Le ultime signore anziane che vivono a San Paolo Albanese, alle falde del Monte Pollino, e che vestono in costumi di ginestra che risalgono al 1500. Sono le più anziane rappresentanti della comunità Arbëreshe, proveniente dall’antico Peloponneso e dall’antica Albania, da dove fuggirono perché minacciati dai Musulmani. Si narra l’arrivo e la permanenza di questo popolo che ancora oggi, a distanza di circa sei secoli, conserva l’antica lingua, la tradizione della lavorazione della ginestra, il rito bizantino, le musiche e i canti e i cibi.",,La bella vergogna,Continuit&agrave; e Rotture,Spettacolo,Teatro,,10/7/2019,21:00-,1,Centro Mediterraneo Delle Arti,Università della Basilicata,,"Gli allievi del Laboratorio teatrale,Ulderico Pesce,Maria Letizia Gorga,Stefano De Meo,Pierangelo Camodeca,Daniela Ippolito",Cersosimo,Potenza,Basilicata,Italia
4758,SI,NO,09/12/2019,09/12/2019,Le umili meraviglie,Presentazione del volume di poesie con il curatore Paolo Andrea Mettel e l’artista Pietro Paolo Tarasco,"Presentazione de Le Umili Meraviglie, alla presenza del curatore Paolo Andrea Mettel e dell’artista Pietro Paolo Tarasco. Il volume, edito da Metteliana, presenta poesie di Mario Luzi splendidamente illustrate da Tarasco.   “Con meravigliosa umiltà (l’umiltà meravigliosa della quale il suo grande poeta e grande amico Mario Luzi costituiva un esempio radioso, indimenticabile) Pietro Paolo Tarasco ha allestito assieme a Paolo Andrea Mettel un album: un bellissimo album della memoria che è in sostanza un album della poesia e dell’arte, e quindi, al di là degli affetti e dei ricordi personali che potentemente lo permeano e in sottofondo segretamente lo alimentano, di una memoria di per se stessa votata ad essere presenza oltre lo spazio e il tempo, comunicazione e condivisione permanenti, durevoli, senza confini. Un album dell’esistenza di valore universale, anche, che si accampa e si lascia cogliere per via di emergenze e coincidenze, direzioni e traguardi paralleli già armonicamente in atto in ogni loro dettaglio, perfino nelle tracce lasciate a margine o escluse, nelle segnaletiche d’orientamento e d’intesa più precariamente affidate agli appunti del quotidiano biografico che questa selezionatissima certificazione per exempla lascia solo intuire, ma che in realtà solidamente presuppone.   Un artista filologo poi rifattosi artista tout court, potremmo definire in questa circostanza Tarasco: un cronista innamorato che tutto registra e tutto conserva nell’accordarsi con puntigliosa esattezza al modello magistrale prescelto e costantemente tenuto presente; forse, inconsapevolmente, perfino un filosofo, risolto anch’esso, però, alla fine, nell’artista e in nient’altro. Nell’immaginare, redigere e poi licenziare questo libro quintessenziale, che include nella sua coltivata richiesta di eccellenza e di assoluti di valore emblematico anche ciò che per forza di cose non esibisce, Tarasco ha investito, io credo, la stessa devota e paziente meticolosità che ogni giorno a Matera, nel suo studio, dedica alle sue lastre e alle sue stampe, secondo un impegno che da sempre ha richiesto agli altri, con umiltà e sincero interesse, la verifica della bontà dei risultati raggiunti, la loro attendibilità, la loro riuscita di messaggio in grado di pervenire e di coinvolgere”. Marco Marchi  ",,Intesa Sanpaolo per Matera 2019,Radici e Percorsi,Conferenza,Letteratura,,9/12/2019,18:00-20:00,1,,,Intesa Sanpaolo,,Matera,Matera,Basilicata,Italia
2820,NO,NO,05/05/2019,05/05/2019,Le Vie Dell'Acqua,LE VIE DELL'ACQUA,"Partendo dall'origine dell'altopiano delle Murge(analizzando i fenomeni di ororgenesi e carsismo) capiremo il ruolo e l'importanza che l'acqua ha avuto e ha tuttora nelle nostre vite rintracciando anche le antiche fonti di approvigionamento di questo prezioso bene sparse per tutto il centro storico di Cassano delle Murge: i pozzi.     L'itinerario richiede un piccolo contributo di €3,00.    Info e prenotazioni: 3420758139/ 0803211608/ iat.cassanomurge@libero.it ",,,,Laboratorio,Scienza,,5/5/2019,10:00-12:00,2,Info Point Cassano Delle Murge,,,,Cassano Delle Murge,Bari,Puglia,Italia
4701,SI,NO,13/12/2019,13/12/2019,Le vie delle Storie Incrociate,Comune di Miglionico,"PROGRAMMA h 09:00 - 11:00 - Centro storico Storie di tanti anni fa a cura dell’Istituto Comprensivo di Miglionico h 12:00 - Castello del Malconsiglio A spasso nel tempo con la musica Concerto a cura del Liceo Musicale “T.Stigliani” h 16:00 - Piazza del popolo Sciò Man Spettacolo h 17:30 - Corte del castello Luminox Spettacolo h 18:30 - Da P.zza del Popolo a P.zza Castello La Parata luminosa h 19:30 - Piazza Castello Fuoco di Santa Lucia a cura della Proloco di Miglionico h 20:00 - Piazza Castello Lumos Fire show e danza aerea Direzione artistica Mauro Machelli e coordinatrice Claudia Piana   **Il Comune di Miglionico potrà essere raggiunto tramite il servizio navetta 'Capitale per un giorno' con partenza da Matera. Per info e prenotazioni, rivolgersi a Ridola Viaggi, Via Domenico Ridola, 54 (MT) | 0835/314233 escursioni@ridolaviaggi.it www.ridolaviaggi.it",,Capitale per un giorno,Radici e Percorsi,Rassegna,Teatro,Teatro;Musica;Letteratura,13/12/2019,09:00-20:00,1,Comune Di Miglionico,,,,Miglionico,Matera,Basilicata,Italia
3318,NO,NO,23/06/2019,10/07/2019,Le Voci di dentro di Domenico Fratianni,Mostra di pittura,"L’esposizione, a cura del giornalista e critico d’arte Rino Cardone, è dedicata a illustri personaggi della cultura molisana e lucana che hanno ispirato l’opera di Fratianni, innescando un dialogo interiore con l’artista da oltre cinquant’anni. Tra questi ricordiamo Giuseppe e Francesco Jovine, Giose Rimanelli, Carlo Levi, conosciuto dall’artista in Sardegna, Rocco Scotellaro e Albino Pierro, appartengono a loro “le voci di dentro” che danno il titolo alla personale e continuano a parlare a tutti noi.  Uno degli elementi caratterizzanti della pittura di Domenico Fratianni- ha scritto Rino Cardone nel testo critico che accompagna la mostra-è il paesaggio arcadico, idillico e ideale, entro il quale l'artista 'muove' la sua narrazione visuale e la sua capacità di esplicitazione semantico-visiva. Doppio il paradigma estetico da lui adottato per il suo racconto ornato, fatto d'immagini che sono delle proiezioni della memoria e dei ricordi. Il suo primo rimando estetico è rivolto alla vita dei campi, intesa non come svolgimento lavorativo ma come dimensione emozionale, connaturata ad un preciso genere di espressione sociale”. Pittore, incisore e disegnatore Fratianni ha esposto le sue opere in numerose mostre personali e collettive in Italia e all’estero. Dal 2000 è il Direttore Artistico della Biennale dell’Incisione Italiana Contemporanea Città di Campobasso. Dal 1965 fino allo scorso anno è stato esponente dell’Associazione Incisori Veneti, con Giorgio Trentin Presidente. Ha ricoperto la carica di Vicesegretario degli Incisori d’Italia per le regioni Abruzzo e Molise nel triennio ‘66/’68. Con Carlo Carrà Presidente d’onore e Domenico Purificato Presidente. La mostra potrà essere visitata fino al prossimo 10 luglio presso il Circolo La Scaletta, via Sette Dolori, 10. Orari  lun-dom 10-13; 17-20",Mostra di pittura,,,Mostra,Arte Contemporanea,,"23/06/2019,24/06/2019,25/06/2019,26/06/2019,27/06/2019,28/06/2019,29/06/2019,30/06/2019,01/07/2019,02/07/2019,03/07/2019,04/07/2019,05/07/2019,06/07/2019,07/07/2019,08/07/2019,09/07/2019,10/07/2019","10:00-13:00,17:00-20:00",1,,,,,Matera,Matera,Basilicata,Italia
2791,NO,NO,28/04/2019,28/04/2019,Led Purple,Rock,Il sound delle due maggiori band rock di tutti i tempi: Led Zeppelin e Deep Purple.,,,,Concerto,Musica,,28/04/2019,21:30-,1,,,,,Matera,Matera,Basilicata,Italia
3481,NO,NO,20/07/2019,20/07/2019,Leggere Crea Legami,Primo Festival della Lettura,"Il Primo Festival della Lettura, organizzato dall'Associazione culturale 'Ricomincio da Tre' che gestisce, a titolo volontario e gratuito, la Biblioteca comunale di Castelluccio Inferiore, prende vita dall'esperienza di un anno di letture ad alta voce rivolte ai bambini dai 2 ai 6 anni. La felice esperienza che ha avvicinato alla lettura di albi illustrati molti bambini è partita dalla volontà di un piccolo gruppo di famiglie promotrici della lettura ad alta voce. PROGRAMMA DEL FESTIVAL:  - Inizio Festival: ore 17.00  / Presentazione del Festival e del Progetto 'Leggere è un gioco da bambini' a cura dell'Associazione 'Ricomincio da Tre' e delle famiglie promotrici. - Inizio del Laboratorio di lettura animata in lingue straniere (inglese, tedesco, arabo, rumeno) del capolavoro della letteratura dell'infanzia di Eric Carle  'Il piccolo bruco maisazio', a cura di Luana Cosenza: ore 17.30. - Apertura Laboratorio Artistico-Manuale Permanente “L’Albero di Munari”: i bambini realizeranno l'albero utilizzando un mix di tecniche pittoriche: ore 18.30. - Letture ad alta voce di Albi Illustrati, a cura delle 'mamme lettrici'. - Fine del Festival: prevista indicativamente per le ore 21.00.  *Durante tutto il corso del Festival, lettura libera di libri per bambini ed albi illustrati del catalogo della Biblioteca comunale di Castelluccio Inferiore e dei 'nuovi arrivi' donati dall'Associazione 'Officina Verde' di Castelluccio Superiore.",,,,Laboratorio,Letteratura,,20/07/2019,17:00-21:00,1,"Dott.Ssa Luana Cosenza, Famiglie Promotrici Del Laboratorio Di Letture Ad Alta Voce Leggere è Un Gioco Da Bambini",,,,Castelluccio Inferiore,Potenza,Basilicata,Italia
4008,NO,NO,10/09/2019,17/09/2019,Leonardo Atlantico,Opere di Corrado Veneziano,"Dopo l’inaugurazione ad Amboise (sotto l’Alto patrocinio del Presidente della Repubblica francese, e con il sostegno del Museo del Louvre), e dopo la mostra nell’Osservatorio astronomico di Firenze per conto del Comune di Firenze, arrivano a Matera – nel Museo nazionale Domenico Ridola – le tele del “Leonardo Atlantico” di Corrado Veneziano. La mostra realizzata in collaborazione con il Polo Museale della Basilicata, si avvale del riconoscimento del Mibac-Ministero dei Beni e delle Attività Culturali e del patrocinio del Fai Delegazione di Matera. “Leonardo Atlantico” è composto da trenta opere (tutte a olio) che tengono assieme, sovrapposte, alcune frasi (spesso da destra a sinistra, come nella stimolante abitudine leonardesca) e una serie di immagini disegnate da Leonardo nel suo celeberrimo “Codice Atlantico”. Parole e disegni, frasi e schizzi sono evocati, ripresi, estrapolati dalle pagine di Leonardo; e tutti sono poi sospesi (viaggiando, riposando, volando) in un azzurro-blu-celeste che di volta in volta è universo impenetrabile e moderno, cielo poeticamente spirituale, firmamento notturno e fiabesco. I disegni riprendono ruote, ali, archi e cannoni di artiglieria; e poi appunti personali, operazioni matematiche e alchemiche. E tutto questo, nel tappeto bluastro dello sfondo di Corrado Veneziano, si fanno oggetti metafisici: astratti e fascinosi. Tutte le immagini e le parole disegnate, comunque e in ogni caso, testimoniano il continuo lavorìo dell’uomo sulla terra; l’ostinazione e la forza nel cercare e perfezionare; la volontà di superare steccati tra tecnica, scienza e arte; il lucido desiderio – la “libertà” – nel sentirsi ideatori ed esecutori, ingranaggi, motori e arbitri di un ciclo inesauribile che nessuna stasi può rallentare e fermare. La curatela della mostra è firmata dai critici e dagli storici dell’arte Niccolò Lucarelli, Francesca Barbi Marinetti e Raffaella Salato.  Il supporto allestitivo è organizzato dalla azienda materana “Abitare Canario”.  La mostra è sponsorizzata dalla azienda RHAM Medical Group e dalla Scuola di Lingua italiana Leonardo da Vinci (Roma-Milano-Firenze-Siena).   INAUGURAZONE  Martedì 10 ore 18.30.      ",Cinquecentenario della morte di leonado da Vinci,,,Mostra,Arte Contemporanea,Education,"10/09/2019,11/09/2019,12/09/2019,13/09/2019,14/09/2019,15/09/2019,16/09/2019,17/09/2019",09:00-20:00,1,"Delegazione FAI Matera, Comune Di Matera",,,,Matera,Matera,Basilicata,Italia
3970,SI,NO,20/09/2019,20/09/2019,Leonardo Da Vinci. Il genio a Milano (2016),Proiezione documentario di Classic HD,"A fine Quattrocento Leonardo ha vissuto per diciotto anni a Milano, alla corte di Ludovico il Moro. Leonardo da Vinci. Il genio a Milano racconta, mescolando interviste documentarie e messe in scena, Leonardo, il suo mondo e i tesori che ci ha lasciato. Il film è costruito sull’alternanza continua fra il passato e il presente, fra interviste a esperti e critici d’arte e le testimonianze fiction di molti personaggi storici. Di fronte alle vive opere Pietro C. Marani, il maggior conoscitore di Leonardo al mondo, introduce alcuni temi privilegiati, come i motivi che portarono l’artista a Milano e i sogni della maturità, l’arte dei ritratti e l’arte del disegno, i seguaci e le invenzioni. Le sue parole trovano sostegno negli interventi di esperti di diverse discipline, intervistati sullo sfondo di luoghi simbolo della Milano ancora leonardesca, come l’Ultima Cena e il Museo della scienza e della tecnologia. A Milano spetta la cornice, a Marani e agli esperti spetta il racconto del Leonardo artista e scienziato; ai personaggi storici, figure capitali del Rinascimento come Ludovico il Moro, Cecilia Gallerani, il Bramante e il Salaì, spetta il racconto del Leonardo uomo, nel contesto di una stagione leggendaria per la storia della città, ma anche per la storia dell'arte. I personaggi storici sono interpretati da attori noti come Vincenzo Amato, Cristiana Capotondi, Alessandro Haber, Gabriella Pession, Paolo Briguglia, Edoardo Natoli, Giampiero Judica, Nicola Nocella, mentre la voce narrante sarà quella di Sandro Lombardi. Diretto da Luca Lucini e Nico Malaspina, sceneggiatura di Jacopo Ghilardotti e Gabriele Scotti, prodotto da Piero Maranghi, Luigi De Siervo e Massimo Vitta Zelman. Una produzione Rai Com, Skira Editore e Codice Atlantico, con la partecipazione di Maremosso, in collaborazione con Pirelli, Confagricoltura e Nexo Digital, con il sostegno di Intesa Sanpaolo.  ",,Intesa Sanpaolo per Matera 2019,Continuit&agrave; e Rotture,Rassegna,Arte Classica,Cinema,20/09/2019,21:00-,2,,,,,Matera,Matera,Basilicata,Italia
4266,SI,NO,05/11/2019,05/11/2019,Leonardo Matematico,dai solidi platonici alla quadratura del cerchio,"Il professor Alberto Conte ci racconta di uno degli innumerevoli talenti di cui la natura aveva dotato Leonardo: il talento matematico, che però non si rivelò immediatamente. Da giovane era infatti, come lui stesso si definisce, homo sanza numeri, che non sapeva sommare due frazioni né calcolare le percentuali. Le cose cambiarono radicalmente dopo l'incontro, avvenuto nel 1497 a Milano alla corte di Ludovico il Moro, con Frà Luca Pacioli, l'inventore della ragioneria e autore del più diffuso trattato di Aritmetica dell'epoca, che lo spinse a studiare le opere classiche di Euclide e Archimede e gli chiese di illustrare il suo trattato dedicato alla sezione aurea, il 'De Divina Proportione', con le meravigliose immagini dei cinque solidi platonici. Da allora Leonardo studia il problema della quadratura del cerchio, ottiene risultati importanti sulle aree delle lunule e applica le sue conoscenze matematiche a problemi di meccanica, d'idraulica, di ottica geometrica, alla costruzione di macchine, alla fisiologia, all'anatomia ... Le sue ricerche culminano nella famosa immagine dell'uomo vitruviano, che tutti conosciamo perchè è riprodotto al verso della moneta italiana da 1 euro. E non dimentichiamo la sua passione per i nodi, che anticipa ricerche matematiche della fine dell'ottocento, e che lui utilizza come una specie di marchio di fabbrica in alcuni dei suoi dipinti più famosi, mentre la moda femminile dell'epoca si impadronisce dei nodi vinciani, che continueranno a furoreggiare per più di cinquant'anni dopo la sua morte.",,La poetica dei numeri primi,Futuro Remoto,Conferenza,Scienza,Arte Classica;Education,5/11/2019,19:00-,2,,,,,Matera,Matera,Basilicata,Italia
3121,SI,NO,15/07/2019,20/07/2019,Leone Contini nel giardino di San Costantino Albanese,Residenza artistica nel giardino di comunità del progetto Gardentopia,"Gardentopia è il progetto di Matera2019 sulla cultura del verde e la cittadinanza attiva ibridati dall’arte contemporanea: un’utopia verde che trasforma i giardini in luoghi di comunità accessibili a tutta la cittadinanza, con il coinvolgimento di 18 artisti coordinati dalla curatrice Pelin Tan che lavoreranno su 32 giardini di comunità diffusi in tutta la regione. L'artista Leone Contini lavorerà al fianco dei cittadini nel giardino di comunità di San Costantino Albanese. Leone Contini ha studiato filosofia e antropologia culturale presso l'Università di Siena. La sua ricerca, al confine tra etnografia e arte, si concentra su frizioni interculturali, conflitti e relazioni di potere, dislocamento, migrazione e diaspore. I suoi mezzi includono installazioni, conferenze, spettacoli, interventi nello spazio pubblico, scrittura, disegno e audiovisivi narrazioni.Ha esposto o tenuto interventi a: Manifesta 12, Palermo, 2018; Museo delle Civiltà, Roma, 2017; Mudec, Milano, 2017; Quadriennale, Roma, 2016; Cittadellarte, Biella, 2016; D-0 Ark Underground Biennale, Bosnia, 2015; Kronika, Bytom, Polonia, 2015; Fondazione Delfina, Londra, 2017, 2015, 2014; MART, Rovereto, 2015; Galleria Civica, Trento, 2014; Khoj, Nuova Delhi, 2014; Kunstraum, Monaco di Baviera, 2014; Villa Romana, Firenze, 2014; DOCVA, Milano, 2015; Kunstverein, Amsterdam 2013, 2019; Tirana Art Lab, Tirana, 2013.Ha preso parte alle seguenti residenze: Akademie Schloss Solitude, Stoccarda, 2018-19; Cittadellarte - Fondazione Pistoletto, Biella, Italia, 2016; The Politics of Food, I e II edition, presso la Delfina Foundation, Londra, Regno Unito, 2014/2015; Kronika, Bytom, Polonia, 2015; L'ecologia artistica di InContext a Khoj, Nuova Delhi, India nel 2014.Nel 2017 ha collaborato con 'TRACES - Trasmissione di patrimoni culturali conflittuali con i giovani'.Leone vive e lavora in Toscana, Italia.  ",Gardentopia residences,Gardentopia,Utopie e Distopie,Laboratorio,Arte Contemporanea,Education;Design e Architettura,"15/07/2019,16/07/2019,17/07/2019,18/07/2019,19/07/2019,20/07/2019",17:00-19:00,1,Comune Di San Costantino Albanese,,,Leone Contini,San Costantino Albanese,Potenza,Basilicata,Italia
2677,SI,NO,11/04/2019,11/04/2019,Les Tableaux Mangeant,Food performance di Nick Difino,"Entro il 2050 la Terra ospiterà probabilmente oltre 9 miliardi di abitanti, con un crescente bisogno di cibo. Il progetto “Edible Orchestra” è focalizzato sul cibo inteso come valore essenziale per il benessere e l’economia di una comunità.  Nick Difino, food performer e dj cooking presenta 'Les Tableaux Mangeant', installazione costituita da elementi commestibili e realizzata a Matera durante le giornate di workshop con i cittadini. ",,Edible Orchestra,Radici e Percorsi,Spettacolo,Food,Musica,11/4/2019,20:00-,1,,Coldiretti Matera,,Nick Difino,Matera,Matera,Basilicata,Italia
2436,SI,NO,11/04/2019,11/04/2019,Les Tableaux Mangeant,Food performance di Nick Difino,"Entro il 2050 la Terra ospiterà probabilmente oltre 9 miliardi di abitanti, con un crescente bisogno di cibo. Il progetto “Edible Orchestra” è focalizzato sul cibo inteso come valore essenziale per il benessere e l’economia di una comunità.  Nick Difino, food performer e dj cooking presenta 'Les Tableaux Mangeant', installazione costituita da elementi commestibili e realizzata a Matera durante le giornate di workshop con i cittadini. ",,Edible Orchestra,Radici e Percorsi,Spettacolo,Food,Musica,11/4/2019,20:00-,1,,Coldiretti Matera,,Nick Difino,Matera,Matera,Basilicata,Italia
4772,SI,NO,21/12/2019,21/12/2019,Let's Play Culture,"L'arte urbana, il gioco e lo sport di strada","Intervento di arte urbana, che si terrà dal 9 al 21 Dicembre al campetto di Piazza Degli Olmi e che concluderà il processo di riqualificazione avviato già nel 2018. L’opera finale rappresenta la sintesi dell’incontro tra Arte Urbana, Gioco e Sport di Strada: l’evento coinvolgerà l’artista tedesco Quapos e l’artista italiano Skolp, con la direzione artistica di Monica Palumbo della Momart Gallery, in un’azione progettuale che prevede la riqualificazione della pavimentazione del campo da basket presente nell’area, con l’obiettivo di rendere l’arte funzionale al gioco e al divertimento. Il progetto porterà a termine il processo di attivazione sociale che mira a promuovere nuove forme di gestione condivisa dei beni comuni e di partecipazione democratica, in un’ottica di sostenibilità che va ben oltre il 2019. PROGRAMMA Dal 5 al 15 dicembre: realizzazione dell’Urban Playground di piazza degli Olmi e progetto degli artisti Skolp e Quapos. Dal 15 al 20 dicembre: asciugatura dell’opera. Sabato 21 dicembre: h 10:00 - Inaugurazione del Playground di Piazza degli Olmi alla presenza di cittadini, associazioni e istituzioni e degli artisti Skolp e Quapos. Saluti: Comune di Matera; Fondazione Matera-Basilicata 2019; Uisp Basilicata Aps; I.C. Bramante di piazza degli Olmi; Associazione Piazza degli Olmi; h 10:30 - esibizione di giochi e sport di strada a cura di alunni e docenti dell’I.C. Bramante di piazza degli Olmi; h 11:00 - esibizione di capoeira a cura dell’associazione partner Lacaposciuc; h 11:30 - esibizione di art du deplacement a cura dell’associazione partner Muvt; h 12:00 - esibizione di giocoleria e arti circensi a cura dell’associazione Lacaposciuc; h 12:30 - buffet a cura dell’Associazione di Piazza degli Olmi con prodotti offerti dai commercianti del quartiere; h 14:30 - torneo di basket 3c3 a cura delle associazioni Uisp e Il Sicomoro.",,Open Playful Space,Utopie e Distopie,Mostra,Street Art,Arte Contemporanea;Sport,21/12/2019,,1,Uisp Basilicata,"Asd Lacaposciuc,Asd Muvt,Momart Gallery,Associazione Piazza degli Olmi,Associazione Il Sicomoro,ASD Los Angeles Matera",,"Nico Skolp,Quapos",Matera,Matera,Basilicata,Italia
2226,SI,NO,21/02/2019,21/02/2019,Let's talk about shame,Talk about Architecture and Shame,"Parte da Nottingham il primo dei due incontri tra New Art Exchange e Farm Cultural Park per il capitolo Fllipping Shame: peripheries as a resource di Architettura della Vergogna. Durante le giornate del 21, 22 e 23 Febbraio, negli spazi del centro culturale di Hyson Green, si metteranno a confronto due esperienze europee che hanno saputo trasformare luoghi di vergogna in punti di innovazione sociale e culturale.  Qual è il principio che accomuna due luoghi così lontani e così simili? Quale l'esempio che le due esperienze portano in Europa?   Cuore delle attività l'incontro pubblico del 21 febbraio dove FARM CULTURAL PARK racconterà la sua esperienza ai colleghi Inglesi e a un pubblico di politici, ricercatori, attivisti, curatori e artisti, ponendo le basi per una discussione sulle relazioni e i possibili ribaltamenti che legano architettura, vergogna e periferie in Europa.   Nella mattinata dello stesso giorno un Tour of Flipped Shame, farà toccare con mano al gruppo siciliano guidato da Andrea Bartoli e al gruppo di ricerca Architecture of Shame di Matera 2019 gli esiti ed i protagonisti del cambiamento di New Art Exchange.   Le idee emerse dagli incontri e dai lavori di questi giorni comporranno una parte importante della mostra e degli interventi nello spazio pubblico di HAPPY BIRTHDAY SHAME la settimana della Capitale Europea dedicata alle relazioni tra architettura e vergogna.   Il secondo incontro si svolgerà a Favara, in Sicilia dove  i ruoli di narratore e ospite si scambieranno preparando tutto per gli esiti materani.  ",,Architettura della Vergogna,Continuit&agrave; e Rotture,Conferenza,Design e Architettura,Arte Contemporanea,21/02/2019,14:30-18:30,1,Architecture of Shame,"FARM CULTURAL PARK,New Art Exchange,Osservatorio Migranti Basilicata,Archivio di Stato di Matera,Dipartimento delle Culture Europee del Mediterraneo - Università della Basilicata","Federcasa,ATER Matera,ATER Venezia",,Nottingham,,,Regno Unito
3476,NO,NO,27/07/2019,27/07/2019,Letture in Cantina,Presentazione del libro: 'Storia di un sasso',"Insieme agli autori di questo bel libro parleremo di sassi, per far felici grandi e piccoli lettori. Un libro che racconta, anche attraverso bellissime immagini, le peripezie di una montagna che, con pazienza e determinazione, si trasforma pian piano in un sasso. L'epilogo lo scopriremo solo leggendo.",,,,Rassegna,Letteratura,Education,27/07/2019,,1,,,,,Senise,Potenza,Basilicata,Italia
2545,SI,NO,11/04/2019,11/04/2019,Lezioni Di Cinema. Domani. Il Cinema Del Cinema,Con Tatti Sanguineti e Alberto Anile,"Con Tatti Sanguineti e Alberto Anile Truffaut che interpreta un regista, Meryl Streep che fa un’attrice, Nanni Moretti nei panni di un cineasta. I film dentro i film. Scatole cinesi, matrioske, cadute nell’abisso della semiotica, piacere della visione al quadrato. Alberto Anile e Tatti Sanguineti discutono di pellicole che si girano all’interno delle pellicole, raccontano il metacinema dalle origini ai giorni nostri, spiegano vizi e vezzi, snidano curiosità. Alla ricerca di un possibile senso, qualcosa che ci faccia capire cos’è il cinema nel cinema. Anzi, tout court: cos’è – e cosa sarà – il cinema.","Lezioni di cinema. Tatti Sanguinetti racconta il passato, il presente e il futuro della settima musa.",Future Digs,Continuit&agrave; e Rotture,Conferenza,Cinema,Education,11/4/2019,20:30-22:00,1,,Lucania Film Commission,,"Alberto Anile,Tatti Sanguineti",Matera,Matera,Basilicata,Italia
3751,SI,NO,14/09/2019,14/09/2019,Lezioni Di Musica,DIALOGHI ATTRAVERSO IL TEMPO - Due Lezioni di musica,"Conduce Giovanni Bietti Musiche di Haydn e Mozart Uno dei concetti più affascinanti e complessi dell’arte musicale: l’idea che con le loro opere i grandi compositori “parlino tra loro” attraverso i secoli. Nella prima Lezione si confrontano due brani per Trio (violino, violoncello e pianoforte) di Mozart e Haydn, due musicisti che si conobbero e si influenzarono reciprocamente. Haydn scrive il suo Trio in re minore nel 1794, tre anni dopo la morte di Mozart; eppure la sua musica continua a interrogare il collega scomparso, a porgli delle domande e, cosa ancora più sorprendente, a ricevere delle risposte nel confronto diretto con la musica mozartiana.",,Materadio,Continuit&agrave; e Rotture,Concerto,Musica,,14/09/2019,09:00-10:30,1,Rai Radio 3,,,"Alice Baccalini, pianoforte,Giorgio Casati, violoncello,Lorenzo Gentili Tedeschi violino",Matera,Matera,Basilicata,Italia
3767,SI,NO,15/09/2019,15/09/2019,Lezioni di musica - Conduce Giovanni Bietti,DIALOGHI ATTRAVERSO IL TEMPO - Violoncello e pianoforte,"Musiche di Beethoven e Brahms Questa seconda Lezione prende in esame due brani per violoncello e pianoforte, accostando Beethoven e Brahms, ossia l’inizio e la seconda metà dell’Ottocento. Anche Beethoven dialoga con Mozart nelle sue Variazioni, in modo esplicito. Brahms a sua volta “parla” con tutti i suoi predecessori, andando indietro nel tempo: essenzialmente Beethoven nel primo movimento, Mozart e Haydn nel secondo (“Allegretto quasi Menuetto”), mentre il Finale si spinge ancora più lontano, evocando la figura di Johann Sebastian Bach. Anche qui, la musica di Mozart, di Haydn, di Beethoven vista attraverso le note di Brahms ci rivela aspetti nuovi, moderni, sempre attuali. I dialoghi attraverso il tempo si svolgono, paradossalmente, in entrambe le direzioni, verso il passato ma anche verso il futuro: e infatti i grandi musicisti parlano a noi oggi con la stessa forza continuamente rinnovata.",,Materadio,Continuit&agrave; e Rotture,Concerto,Musica,,15/09/2019,09:00-10:30,1,Rai Radio 3,,,"Alice Baccalini, pianoforte,Giorgio Casati, violoncello",Matera,Matera,Basilicata,Italia
